id,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
4185,4,47,15,6,4,10,4,0,3,3,9,12,6,5,3,0,0
4186,2,32,6,2,1,3,6,2,0,8,2,12,3,0,0,0,0
4187,10,100,22,9,5,14,3,2,2,1,22,27,9,10,4,0,0
4188,9,360,241,43,27,70,25,16,8,26,25,210,86,74,66,10,3
4189,4,134,47,17,3,20,7,0,1,11,12,34,20,13,7,0,0
4190,3,49,20,7,4,11,2,2,0,2,3,14,8,7,4,1,0
4191,9,356,141,50,33,83,6,9,7,17,33,115,60,31,21,0,0
4192,14,255,120,15,19,34,30,16,1,10,44,94,45,40,30,2,0
4193,5,90,41,7,5,12,9,5,1,9,11,37,15,14,9,2,2
4194,9,300,148,15,3,18,30,4,4,12,22,121,67,17,14,0,0
4195,18,681,425,70,31,101,63,28,22,40,42,298,176,97,73,2,0
4196,14,208,57,12,4,16,48,15,0,7,21,52,21,10,10,16,5
4197,24,718,338,82,49,131,36,15,37,46,81,304,141,71,56,2,0
4198,17,158,37,22,14,36,2,1,1,6,33,26,14,18,9,1,0
4199,11,406,147,27,9,36,64,18,2,23,19,130,47,41,36,54,17
4200,17,558,367,66,34,100,59,14,9,41,49,294,147,86,60,34,13
4201,17,670,198,38,15,53,109,9,1,41,64,184,71,42,37,57,19
4202,1,4,3,1,0,1,0,0,0,0,0,2,1,0,0,2,1
4203,4,12,6,1,1,2,2,0,0,1,0,8,3,0,0,2,0
4204,3,95,38,15,6,21,3,2,4,10,10,36,17,9,4,0,0
4205,3,63,32,8,5,13,1,2,1,2,11,24,11,4,4,14,6
4206,11,449,255,42,21,63,18,6,23,21,32,203,99,68,57,1,0
4207,12,166,81,18,2,20,26,2,0,11,14,67,32,25,17,2,0
4208,3,94,66,8,13,21,6,5,2,11,10,50,27,15,12,1,0
4209,17,763,417,121,29,150,115,36,14,49,45,338,152,113,101,32,12
4210,3,8,2,0,1,1,1,0,0,1,1,2,0,2,2,0,0
4211,17,672,307,29,26,55,77,15,3,25,28,261,126,62,55,3,0
4212,5,44,9,5,7,12,0,0,2,1,5,7,4,1,1,0,0
4213,4,47,19,10,2,12,1,1,2,1,7,16,9,6,1,0,0
4214,3,113,58,15,7,22,14,6,2,9,12,44,22,19,13,1,1
4215,1,4,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0
4216,15,94,47,6,4,10,5,3,0,5,16,42,18,16,11,1,0
4217,2,8,2,1,1,2,0,1,0,0,1,4,1,0,0,2,0
4218,12,210,81,29,12,41,15,4,17,10,47,68,36,14,9,1,0
4219,4,116,44,11,8,19,2,3,1,5,12,47,18,10,8,0,0
4220,4,76,29,11,8,19,6,0,3,8,12,18,9,15,11,0,0
4221,5,45,11,4,2,6,2,0,0,2,9,11,4,4,3,1,0
4222,5,168,129,23,8,31,11,3,1,13,24,91,50,35,29,2,0
4223,5,86,32,10,5,15,13,3,3,5,9,31,14,7,4,0,0
4224,1,1,2,1,0,1,1,1,0,0,0,0,0,2,2,0,0
4225,24,588,153,43,15,58,66,19,9,21,57,131,54,27,20,62,25
4226,9,96,18,17,16,33,6,3,8,4,19,23,8,2,2,0,0
4227,10,308,61,42,15,57,8,3,8,12,21,76,27,13,7,0,0
4228,3,28,7,5,2,7,3,0,0,0,11,5,2,4,3,0,0
4229,5,193,129,27,12,39,13,9,3,12,16,89,50,44,29,0,0
4230,2,17,2,0,1,1,2,0,1,0,1,4,1,0,0,1,0
4231,23,804,446,70,37,107,46,19,1,51,50,292,153,178,140,2,0
4232,5,204,79,36,10,46,16,2,7,16,11,63,29,31,21,0,0
4233,17,295,109,19,1,20,55,3,5,29,34,70,42,26,24,5,1
4234,3,53,15,2,1,3,5,2,0,1,2,23,6,4,3,2,0
4235,17,499,158,99,47,146,12,7,15,29,41,104,68,37,22,0,0
4236,4,170,88,16,12,28,21,12,2,12,14,83,32,29,21,6,3
4237,4,151,86,24,20,44,7,1,2,21,14,70,34,23,18,1,0
4238,4,24,5,2,4,6,2,0,0,1,3,4,2,2,1,0,0
4239,23,804,284,32,18,50,112,13,2,40,50,247,113,63,56,6,2
4240,11,185,26,18,11,29,3,8,0,4,20,20,11,8,4,0,0
4241,11,461,85,75,28,103,13,12,34,14,48,65,31,36,23,0,0
4242,22,308,139,45,23,68,11,2,10,10,55,110,56,41,27,1,0
4243,5,128,44,15,3,18,17,5,0,12,14,40,17,16,10,8,0
4244,5,172,104,12,11,23,15,3,2,12,17,83,40,29,21,12,3
4245,11,438,267,28,31,59,48,7,3,16,34,255,116,43,35,3,0
4246,11,219,116,16,6,22,23,12,0,12,19,114,45,15,14,44,12
4247,4,153,75,35,16,51,10,6,13,11,17,57,28,22,19,1,0
4248,3,11,4,1,3,4,1,0,0,2,2,6,2,0,0,0,0
4249,4,154,75,4,3,7,34,8,0,12,10,61,26,22,19,8,4
4250,2,12,0,1,1,2,1,0,0,3,2,2,0,0,0,1,0
4251,14,86,15,16,4,20,1,0,4,4,14,8,4,14,7,0,0
4252,10,299,101,45,25,70,16,14,2,7,35,81,46,15,9,1,0
4253,7,38,4,1,0,1,9,2,0,3,2,8,2,0,0,0,0
4254,4,93,16,25,8,33,7,0,1,9,14,17,8,0,0,0,0
4255,2,6,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0
4256,11,408,169,31,8,39,32,7,0,27,42,135,67,22,16,36,19
4257,11,212,58,18,11,29,26,5,9,14,40,56,20,26,18,8,0
4258,17,602,230,32,11,43,121,32,5,32,44,202,89,59,43,36,9
4259,4,134,71,16,4,20,15,11,4,11,9,63,30,16,11,2,0
4260,11,103,26,10,7,17,3,3,1,5,21,14,9,8,8,1,0
4261,3,21,2,2,1,3,0,0,0,1,1,6,1,1,0,0,0
4262,7,16,5,0,0,0,1,1,0,1,1,7,2,0,0,3,1
4263,2,18,0,2,1,3,1,1,0,1,6,5,0,0,0,0,0
4264,11,137,44,14,5,19,14,2,2,6,26,29,16,14,12,0,0
4265,4,171,57,13,6,19,39,10,0,14,13,60,22,11,8,12,5
4266,4,20,5,2,2,4,0,1,0,4,1,3,2,2,1,0,0
4267,5,39,7,7,0,7,0,1,1,2,10,7,3,2,1,0,0
4268,17,702,270,62,15,77,139,24,8,45,51,210,91,103,82,16,6
4269,5,44,18,2,0,2,1,4,0,2,4,22,7,4,4,2,0
4270,24,965,477,98,32,130,303,34,4,83,61,329,169,155,132,14,7
4271,23,477,236,40,35,75,43,17,4,21,48,239,101,50,33,7,1
4272,4,98,13,13,4,17,1,2,8,2,17,16,6,2,1,0,0
4273,5,95,3,12,5,17,2,2,4,0,18,5,1,2,1,0,0
4274,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4275,10,427,363,48,23,71,47,24,11,39,38,260,138,99,86,3,1
4276,4,127,79,13,17,30,9,7,4,5,17,65,32,21,15,1,0
4277,5,168,69,8,3,11,9,3,0,14,17,53,26,21,17,0,0
4278,10,109,21,11,3,14,11,1,0,9,18,23,9,2,2,5,1
4279,5,163,42,21,13,34,7,4,0,5,17,29,13,18,16,0,0
4280,23,779,273,178,43,221,44,18,19,30,77,250,114,45,40,17,5
4281,4,38,20,3,0,3,9,2,0,6,6,19,7,4,4,6,2
4282,7,273,119,49,16,65,49,13,4,4,15,98,45,33,26,7,3
4283,12,163,60,12,14,26,7,5,5,8,25,50,24,16,12,0,0
4284,10,17,4,5,3,8,1,0,0,0,2,6,2,0,0,1,0
4285,12,70,29,7,9,16,4,3,2,0,13,34,13,5,3,1,0
4286,5,77,28,20,9,29,5,1,5,4,17,17,12,5,4,0,0
4287,9,26,16,3,1,4,0,0,1,1,4,11,8,0,0,2,0
4288,5,80,29,3,5,8,19,5,0,6,5,27,10,9,6,13,3
4289,4,63,10,16,9,25,5,1,0,5,12,13,4,4,2,0,0
4290,23,409,75,70,19,89,13,5,10,16,64,90,31,19,13,0,0
4291,5,199,128,14,3,17,11,5,5,14,16,97,50,37,28,1,0
4292,11,494,327,97,33,130,17,13,7,39,35,255,123,112,81,1,0
4293,5,198,93,34,22,56,7,3,4,15,9,65,30,40,33,1,0
4294,3,9,7,1,0,1,0,0,1,1,1,5,1,6,5,1,0
4295,10,27,12,1,0,1,2,1,0,3,4,5,2,10,8,1,0
4296,4,15,2,0,1,1,1,0,0,0,1,2,1,0,0,0,0
4297,4,159,32,12,15,27,9,4,3,7,12,31,12,12,8,1,0
4298,5,180,106,34,14,48,25,3,1,11,15,81,45,24,12,8,4
4299,17,716,432,81,55,136,40,7,30,39,65,262,158,137,115,1,1
4300,5,109,60,13,7,20,8,3,5,5,12,38,24,17,10,6,2
4301,5,127,33,15,6,21,33,2,3,8,11,35,12,14,9,1,0
4302,11,50,16,1,1,2,11,2,0,10,13,14,6,2,2,4,2
4303,3,74,31,9,6,15,4,1,1,5,5,37,13,6,5,0,0
4304,4,40,14,4,5,9,0,3,2,2,4,14,5,6,4,0,0
4305,5,173,75,13,6,19,26,3,1,11,14,50,24,27,26,1,1
4306,5,200,84,26,10,36,18,2,11,14,13,64,34,18,16,0,0
4307,2,36,4,4,3,7,4,1,0,1,6,4,2,0,0,0,0
4308,3,4,2,1,2,3,0,0,0,1,1,2,1,0,0,0,0
4309,4,113,76,3,8,11,7,6,1,6,16,68,31,16,14,9,0
4310,3,30,12,5,3,8,2,0,1,0,7,10,5,2,2,0,0
4311,10,373,101,89,39,128,32,6,4,18,33,91,40,24,21,2,0
4312,4,162,150,47,20,67,7,9,11,9,14,98,56,43,38,1,0
4313,2,3,1,1,1,2,0,0,0,0,0,1,0,2,1,0,0
4314,17,626,250,117,51,168,21,11,19,38,42,188,100,61,50,0,0
4315,15,188,50,8,1,9,11,6,2,12,18,59,17,20,16,2,0
4316,10,165,46,4,0,4,30,1,1,5,24,53,20,4,4,12,2
4317,17,572,230,73,39,112,31,25,17,30,51,195,88,66,53,7,1
4318,4,98,31,14,7,21,6,1,2,4,11,23,12,12,7,0,0
4319,5,105,59,8,6,14,9,1,2,4,9,53,25,9,8,5,1
4320,10,294,100,28,24,52,24,8,8,26,33,99,46,7,5,6,3
4321,5,44,10,6,2,8,0,3,0,1,6,11,5,2,0,0,0
4322,4,149,68,10,4,14,28,10,0,13,13,52,29,13,9,3,1
4323,5,178,70,13,6,19,33,4,3,16,21,50,23,30,23,3,1
4324,5,205,105,15,3,18,38,3,0,8,11,67,38,25,24,12,5
4325,19,186,51,38,13,51,9,5,2,8,28,34,21,13,9,0,0
4326,11,277,138,46,25,71,7,1,12,6,33,127,60,20,18,0,0
4327,4,114,35,12,3,15,8,2,0,3,13,33,15,3,2,7,3
4328,3,12,8,1,0,1,1,0,0,1,1,6,4,0,0,0,0
4329,12,409,188,51,8,59,115,25,2,25,40,139,71,43,39,22,7
4330,3,119,70,9,5,14,28,12,1,9,15,53,30,9,7,7,3
4331,15,100,29,8,8,16,3,3,0,6,20,21,11,11,7,0,0
4332,23,474,164,85,51,136,21,14,14,31,87,136,71,54,22,2,0
4333,6,10,2,0,0,0,0,2,0,0,0,3,1,0,0,0,0
4334,7,10,6,0,0,0,1,1,0,1,1,5,2,2,2,0,0
4335,23,623,161,91,64,155,21,15,37,23,88,104,56,69,49,1,0
4336,5,134,64,14,11,25,7,3,2,11,21,52,28,10,8,1,0
4337,11,314,180,49,30,79,18,3,10,24,46,88,55,83,70,0,0
4338,5,39,16,6,1,7,2,1,0,2,8,12,7,0,0,4,2
4339,15,274,117,30,25,55,24,8,7,21,29,86,40,51,36,3,1
4340,24,897,470,74,26,100,60,34,5,47,65,357,178,104,90,55,24
4341,10,144,45,11,10,21,8,2,5,5,18,43,15,17,15,0,0
4342,4,71,22,5,4,9,1,1,0,4,8,26,7,8,8,1,0
4343,4,31,4,1,1,2,5,1,0,0,4,7,2,0,0,0,0
4344,5,190,95,38,24,62,13,2,4,15,23,76,35,30,25,3,0
4345,8,34,3,5,1,6,0,1,3,2,4,5,1,3,1,0,0
4346,7,106,26,3,0,3,18,4,0,4,11,32,10,6,4,4,2
4347,11,478,215,31,14,45,163,37,3,48,36,134,68,91,75,14,4
4348,1,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1
4349,3,90,35,3,1,4,15,4,0,3,3,30,15,3,2,9,3
4350,17,563,304,131,88,219,30,21,26,32,69,241,125,73,54,3,0
4351,23,911,504,81,26,107,201,66,8,85,71,419,183,151,125,44,13
4352,24,615,232,107,63,170,12,17,21,33,70,191,98,62,36,0,0
4353,5,80,32,9,2,11,11,1,0,5,7,34,14,4,4,1,0
4354,3,15,11,0,0,0,2,1,0,2,4,6,3,2,2,6,3
4355,2,9,2,0,1,1,1,0,0,1,1,3,1,0,0,0,0
4356,4,71,25,2,0,2,4,3,0,1,4,19,8,4,3,13,6
4357,4,29,2,4,1,5,6,0,0,1,2,6,1,0,0,0,0
4358,7,31,8,3,3,6,2,1,4,2,5,9,3,2,2,0,0
4359,4,72,31,10,3,13,7,1,0,3,8,40,11,9,9,5,0
4360,8,200,140,27,10,37,6,5,4,14,25,104,53,40,34,1,0
4361,10,251,102,13,6,19,44,8,1,27,23,110,41,25,20,3,0
4362,5,14,6,2,0,2,3,0,1,0,3,5,2,2,2,1,0
4363,5,155,55,15,9,24,14,7,4,9,18,54,22,16,11,1,0
4364,4,80,18,6,3,9,5,2,3,1,11,24,8,2,2,0,0
4365,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4366,12,211,106,16,4,20,56,9,0,10,22,81,35,37,34,8,2
4367,6,14,0,1,3,4,1,1,0,1,5,4,0,0,0,0,0
4368,12,473,374,40,37,77,34,16,6,30,24,300,137,125,96,18,4
4369,4,149,80,7,1,8,19,4,0,11,12,69,33,14,12,4,2
4370,5,133,46,16,13,29,4,3,7,4,13,40,20,13,6,0,0
4371,5,185,65,18,11,29,21,8,4,12,18,48,23,32,19,1,0
4372,5,70,14,2,6,8,9,3,0,4,15,16,7,0,0,2,0
4373,12,462,194,72,36,108,11,10,10,25,51,138,80,50,34,1,0
4374,2,9,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0
4375,12,344,137,17,9,26,43,7,1,13,24,122,66,7,5,0,0
4376,4,4,3,0,0,0,1,0,0,0,0,1,1,0,0,1,1
4377,24,896,506,86,53,139,106,33,19,55,58,390,204,128,97,9,1
4378,5,95,32,7,3,10,19,2,2,7,7,21,11,10,10,3,0
4379,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380,15,351,167,46,13,59,19,5,11,22,43,147,68,43,31,0,0
4381,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4382,2,75,47,12,5,17,9,3,0,8,6,36,15,8,7,22,10
4383,17,462,214,49,26,75,28,8,3,20,38,182,89,38,28,29,8
4384,6,52,25,2,2,4,5,2,0,1,7,22,9,4,3,9,4
4385,3,35,5,0,0,0,4,0,1,0,2,6,2,0,0,4,1
4386,3,109,62,9,7,16,13,1,2,2,10,51,29,5,4,1,0
4387,3,122,36,15,10,25,3,1,4,9,11,34,12,15,12,0,0
4388,3,135,81,27,8,35,16,5,2,11,9,45,29,31,22,5,1
4389,5,118,49,8,5,13,16,2,0,5,13,46,20,12,9,6,0
4390,4,57,33,6,3,9,5,2,1,6,8,26,13,8,7,0,0
4391,3,20,2,2,0,2,1,1,1,3,3,5,1,0,0,2,0
4392,8,148,18,26,5,31,1,2,29,3,21,36,7,7,2,22,2
4393,3,67,31,8,10,18,3,0,7,3,8,28,12,8,6,2,1
4394,1,5,2,2,0,2,2,0,0,0,0,3,0,2,2,0,0
4395,9,162,39,31,9,40,5,2,6,2,17,32,17,13,5,0,0
4396,3,21,5,4,0,4,5,0,0,1,4,6,1,2,2,2,1
4397,2,11,0,2,0,2,0,0,0,0,3,2,0,0,0,0,0
4398,6,69,11,5,2,7,6,2,0,1,9,11,4,4,3,1,0
4399,8,175,57,24,22,46,5,7,3,8,14,40,24,22,9,1,0
4400,9,106,56,8,4,12,6,3,0,9,26,31,19,22,16,4,2
4401,5,81,34,3,5,8,7,0,4,4,13,21,13,11,8,0,0
4402,17,583,200,88,33,121,20,9,12,41,70,148,72,80,56,0,0
4403,12,495,312,109,22,131,46,13,15,39,44,257,118,78,67,22,9
4404,3,128,53,8,3,11,39,7,1,3,4,41,21,13,11,1,0
4405,4,40,18,1,5,6,2,1,1,3,7,17,5,10,8,0,0
4406,3,23,14,3,2,5,0,1,0,1,8,8,6,2,2,0,0
4407,3,66,31,11,2,13,11,3,0,4,12,24,12,6,6,2,1
4408,15,414,115,31,9,40,71,9,8,17,38,89,37,24,20,55,21
4409,3,44,12,9,4,13,2,1,2,0,10,12,6,0,0,0,0
4410,12,310,109,42,43,85,26,24,4,14,37,86,45,25,19,0,0
4411,16,219,65,27,14,41,9,4,6,11,27,64,27,17,11,0,0
4412,5,124,64,14,19,33,7,3,0,4,16,69,25,16,14,1,0
4413,5,167,55,34,12,46,12,6,5,6,18,47,17,35,21,1,0
4414,17,191,46,27,16,43,5,4,1,13,29,47,19,9,7,6,1
4415,3,94,77,3,2,5,4,3,0,8,11,60,31,15,15,4,0
4416,2,4,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4417,3,128,83,17,13,30,25,6,2,12,11,71,35,17,13,2,0
4418,3,83,34,11,8,19,2,1,1,5,17,35,14,11,6,0,0
4419,1,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
4420,17,620,300,33,11,44,96,12,1,31,31,233,106,101,87,12,1
4421,8,79,7,8,7,15,1,5,0,2,11,7,3,2,1,0,0
4422,3,99,25,22,11,33,1,1,2,7,6,17,8,11,9,0,0
4423,17,317,120,25,11,36,12,1,8,15,53,85,40,51,40,1,0
4424,4,97,48,4,2,6,13,3,1,5,10,39,17,11,9,13,5
4425,8,304,183,18,14,32,10,11,1,21,19,160,72,33,24,37,15
4426,3,108,78,5,8,13,11,1,0,14,6,62,32,16,14,0,0
4427,9,340,179,67,23,90,20,9,18,15,35,144,70,52,39,0,0
4428,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
4429,4,160,62,15,3,18,26,8,1,10,10,46,22,14,10,15,8
4430,1,29,8,0,1,1,2,1,0,0,1,11,4,2,0,1,0
4431,8,270,107,19,14,33,29,13,2,15,31,98,41,28,24,3,1
4432,9,126,73,27,18,45,2,1,2,10,11,51,27,22,19,0,0
4433,3,118,49,17,6,23,2,0,8,2,8,48,19,16,11,0,0
4434,2,8,3,1,0,1,0,0,0,1,0,2,1,2,1,0,0
4435,17,625,184,114,53,167,35,11,16,31,68,139,72,50,40,0,0
4436,3,34,5,9,2,11,1,1,1,6,7,6,2,2,1,0,0
4437,8,110,29,10,3,13,18,5,0,4,9,29,12,4,4,2,1
4438,9,128,36,22,14,36,5,2,1,7,23,30,13,14,10,0,0
4439,3,71,46,9,3,12,0,4,1,5,7,49,20,0,0,19,6
4440,5,7,5,1,0,1,1,0,0,0,2,3,2,2,1,0,0
4441,3,123,33,12,5,17,4,1,2,6,15,35,11,10,8,9,3
4442,3,106,38,14,6,20,9,5,1,2,13,33,14,12,7,6,3
4443,5,189,98,14,7,21,20,11,4,7,20,69,39,26,20,2,0
4444,3,72,8,4,1,5,4,3,1,3,6,24,3,2,2,5,0
4445,3,69,24,4,3,7,5,2,0,5,10,25,10,6,2,7,2
4446,8,267,119,36,23,59,20,13,7,11,19,82,40,34,29,35,10
4447,17,554,191,17,8,25,62,22,3,24,55,177,73,14,10,88,35
4448,12,374,169,44,25,69,62,16,3,18,34,149,74,25,21,7,0
4449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4450,9,323,131,19,8,27,70,8,0,12,29,99,49,34,30,18,3
4451,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4452,9,336,132,24,7,31,91,10,3,28,9,100,51,28,19,28,11
4453,6,31,11,2,2,4,5,4,0,0,1,12,5,2,1,4,0
4454,4,118,46,8,7,15,13,3,2,6,15,40,19,14,8,1,0
4455,3,59,8,2,2,4,9,3,0,3,8,15,4,0,0,0,0
4456,12,392,213,59,28,87,25,12,2,18,41,206,85,39,30,38,13
4457,4,36,10,4,1,5,7,1,0,4,3,6,2,10,6,1,0
4458,12,494,285,39,12,51,147,19,5,55,28,182,90,110,102,10,3
4459,14,518,258,68,15,83,165,27,3,53,30,174,85,86,78,35,10
4460,3,34,7,3,1,4,0,2,0,3,7,8,2,3,3,0,0
4461,17,372,239,29,16,45,43,4,3,21,32,200,91,62,47,24,10
4462,3,50,4,0,2,2,0,0,3,3,6,3,2,0,0,0,0
4463,17,718,591,93,26,119,130,42,13,68,65,390,199,229,183,35,10
4464,3,117,61,19,11,30,7,10,1,4,12,47,23,19,15,2,0
4465,1,12,0,3,0,3,1,0,0,2,1,3,0,0,0,1,0
4466,3,65,19,13,4,17,2,0,1,6,9,11,6,9,7,1,0
4467,5,192,64,32,16,48,4,2,8,8,23,29,18,33,28,0,0
4468,8,239,85,31,14,45,12,2,1,16,22,68,29,31,27,2,0
4469,17,497,172,114,26,140,31,6,8,19,55,142,66,31,25,42,15
4470,5,14,7,1,2,3,1,0,0,1,3,6,3,2,1,0,0
4471,2,21,6,5,1,6,2,0,0,0,4,7,2,2,2,1,0
4472,4,8,0,3,3,6,1,0,0,3,3,2,0,0,0,0,0
4473,2,5,4,0,0,0,1,0,0,0,0,3,1,2,2,0,0
4474,3,10,2,1,1,2,0,0,0,3,2,4,1,0,0,0,0
4475,3,5,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
4476,2,58,22,11,2,13,19,4,0,6,4,24,9,2,2,3,2
4477,5,77,16,11,6,17,2,0,3,3,15,11,3,10,9,1,1
4478,3,125,61,16,5,21,11,5,0,8,11,55,26,13,9,2,0
4479,8,160,56,25,13,38,2,2,21,9,28,39,17,26,22,0,0
4480,4,8,5,0,0,0,0,0,0,0,0,1,1,3,3,0,0
4481,4,37,11,1,0,1,8,0,0,2,5,17,5,2,1,3,0
4482,17,360,97,57,30,87,7,9,13,11,59,69,40,26,17,0,0
4483,12,352,172,35,22,57,14,13,4,15,28,144,63,48,38,28,8
4484,3,136,92,27,22,49,4,3,1,13,16,66,33,32,26,0,0
4485,5,197,105,33,27,60,9,7,4,11,5,64,32,51,40,1,1
4486,4,53,22,11,2,13,0,3,2,0,9,13,7,9,8,1,0
4487,8,281,150,43,24,67,22,2,5,22,30,144,58,41,31,9,3
4488,5,40,6,4,4,8,1,3,1,4,8,10,2,4,2,3,0
4489,3,115,57,17,7,24,9,1,2,4,13,41,20,23,17,0,0
4490,8,286,106,31,21,52,18,6,15,23,33,89,44,21,17,9,1
4491,8,200,54,16,9,25,63,10,5,19,21,40,19,25,16,2,0
4492,3,7,3,1,0,1,0,0,0,0,0,2,1,2,1,0,0
4493,5,61,23,9,8,17,3,0,0,2,16,14,8,8,6,1,1
4494,9,184,55,18,8,26,13,5,2,11,17,48,19,16,15,7,2
4495,8,341,235,36,11,47,36,14,11,32,19,163,88,67,58,8,1
4496,4,14,4,2,1,3,1,0,1,0,2,0,0,6,4,0,0
4497,5,195,97,23,16,39,16,3,12,9,12,69,38,32,21,0,0
4498,4,6,2,2,1,3,0,0,0,0,0,3,1,0,0,0,0
4499,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,9,258,145,12,13,25,17,8,1,18,27,107,50,49,38,28,7
4501,9,299,87,58,43,101,11,12,1,22,31,73,35,24,16,2,1
4502,4,162,101,38,14,52,12,10,11,10,17,81,42,25,17,0,0
4503,3,112,47,20,6,26,6,4,2,6,5,44,20,9,7,0,0
4504,16,302,93,8,2,10,34,12,0,15,35,78,37,16,14,19,5
4505,3,22,14,3,3,6,2,0,0,0,4,9,6,3,2,1,0
4506,4,17,4,1,1,2,0,2,1,1,1,4,2,2,0,0,0
4507,9,292,201,20,5,25,25,11,2,9,31,141,77,47,41,8,6
4508,3,45,8,3,2,5,1,1,1,4,7,12,3,2,2,0,0
4509,17,619,222,95,34,129,67,23,16,41,63,182,84,50,32,56,22
4510,8,162,57,35,27,62,1,6,4,5,32,41,25,13,7,0,0
4511,3,124,66,12,6,18,25,1,1,7,8,52,26,12,10,11,4
4512,4,158,64,9,4,13,22,3,0,19,3,57,22,15,14,16,6
4513,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4514,4,40,22,4,1,5,1,2,6,4,6,22,7,10,7,4,1
4515,8,314,161,48,10,58,35,14,1,24,25,135,62,38,34,16,3
4516,6,33,15,3,1,4,6,0,0,4,6,12,4,8,7,2,0
4517,5,191,67,20,4,24,34,7,2,12,22,57,22,24,17,19,6
4518,9,345,132,28,11,39,20,5,4,13,29,100,49,40,34,3,0
4519,17,409,98,114,56,170,16,6,12,24,58,70,37,35,24,4,0
4520,17,392,152,45,34,79,9,9,25,12,58,99,58,54,36,0,0
4521,3,43,20,8,6,14,1,1,2,4,8,22,9,4,2,4,0
4522,5,87,33,10,6,16,4,2,1,10,11,30,15,5,3,0,0
4523,2,36,8,9,2,11,1,1,1,1,4,7,1,8,6,0,0
4524,3,43,13,2,3,5,2,2,0,0,7,17,4,6,5,7,0
4525,11,402,219,35,10,45,25,18,2,20,31,160,79,55,46,39,15
4526,13,177,54,16,15,31,15,3,4,6,21,58,22,12,10,0,0
4527,3,124,51,15,2,17,19,3,0,6,11,43,22,9,7,1,0
4528,4,37,19,3,6,9,1,0,0,1,7,21,8,5,3,2,0
4529,1,11,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0
4530,9,301,105,41,9,50,30,8,4,21,41,94,37,28,23,28,8
4531,3,48,19,5,2,7,3,1,0,6,9,14,9,2,1,0,0
4532,8,148,8,23,17,40,16,6,11,6,24,16,4,0,0,0,0
4533,4,49,19,7,6,13,6,2,1,2,5,24,9,2,1,0,0
4534,3,139,82,8,2,10,41,11,5,11,15,59,30,21,19,4,3
4535,9,111,54,7,6,13,25,4,1,13,21,49,22,17,9,1,1
4536,8,240,158,22,15,37,10,8,3,13,27,141,70,22,18,2,0
4537,5,127,37,4,3,7,24,1,0,10,18,38,14,12,9,2,0
4538,17,633,309,49,24,73,141,27,4,43,39,279,115,96,71,30,8
4539,15,377,171,38,39,77,11,6,12,14,52,128,65,60,41,0,0
4540,4,152,64,14,6,20,12,5,1,15,17,37,24,21,16,0,0
4541,8,201,96,10,3,13,49,17,0,11,22,82,39,20,17,4,1
4542,9,159,71,10,9,19,14,10,2,6,20,58,27,4,2,32,15
4543,3,74,14,9,2,11,3,1,0,0,9,13,6,6,2,1,0
4544,3,24,10,2,0,2,5,1,0,1,4,12,5,0,0,0,0
4545,5,80,21,4,3,7,16,5,0,5,7,20,7,8,7,0,0
4546,9,159,73,9,2,11,7,3,2,5,10,49,25,21,20,8,3
4547,16,113,29,4,4,8,19,3,1,6,9,33,10,12,9,2,0
4548,9,90,20,11,5,16,2,1,3,4,22,13,3,19,14,0,0
4549,5,55,8,4,0,4,15,4,0,0,6,11,3,2,2,0,0
4550,3,22,2,7,0,7,0,0,0,1,7,3,1,2,0,0,0
4551,12,227,74,32,21,53,6,7,19,13,36,50,32,14,10,0,0
4552,5,212,136,17,10,27,17,4,8,12,5,116,52,38,27,17,5
4553,7,26,15,6,5,11,0,0,0,4,3,11,5,10,5,0,0
4554,9,290,145,24,9,33,42,12,3,22,27,131,63,23,18,10,1
4555,5,161,55,27,7,34,10,2,7,11,12,45,21,18,13,0,0
4556,4,6,2,1,1,2,2,1,0,0,1,0,0,2,2,0,0
4557,4,137,47,5,4,9,18,4,2,9,7,49,17,12,10,9,3
4558,15,276,122,50,20,70,17,2,15,22,35,75,39,62,44,0,0
4559,15,600,372,64,37,101,42,18,16,33,36,270,153,80,63,8,3
4560,3,66,28,2,2,4,12,1,0,2,2,26,12,2,1,8,3
